slug,name,sector,industry,indicative_price_inr,price_date,lot_size,min_ticket_inr,high_52w_inr,low_52w_inr,isin,market_cap_inr_cr,pe,book_value_inr,face_value_inr,status,drhp_filed,hq_city,hq_state,url
indian-potash-limited,Indian Potash Limited,IT & INDUSTRIALS,Chemicals,2725,2026-09-21,5,13625,3250.0,2725.0,INE863S01015,7792.74,4.69,3962.49,10,unlisted,no,Chennai,Tamil Nadu,https://buyunlistedshares.com/unlisted-shares/indian-potash-limited
indofil-industries-limited,Indofil Industries Limited,IT & INDUSTRIALS,Chemicals,1475,2026-09-21,10,14750,1995.0,1375.0,INE071I01016,3203,7.09,2830.89,10,unlisted,no,Mumbai,Maharashtra,https://buyunlistedshares.com/unlisted-shares/indofil-industries-limited
inkel-limited,Inkel Limited,IT & INDUSTRIALS,Real Estate,20,2026-09-21,500,10000,22.0,15.0,INE308U01017,373,15.56,13.82,10,unlisted,no,Kochi,Kerala,https://buyunlistedshares.com/unlisted-shares/inkel-limited
innov8-workspaces-india-limited,Innov8 Workspaces India Limited,IT & INDUSTRIALS,Real Estate,58,2026-09-21,175,10150,58.0,52.0,INE1DBW01022,1475.19,1160,2.42,1,unlisted,no,Delhi,Delhi,https://buyunlistedshares.com/unlisted-shares/innov8-workspaces-india-limited
inox-clean-energy-limited,Inox Clean Energy Limited,IT & INDUSTRIALS,Energy,795,2026-09-21,15,11925,850.0,495.0,INE0H7K01023,74150.5,2396.55,5.17,1,unlisted,no,Vadodara,Gujarat,https://buyunlistedshares.com/unlisted-shares/inox-clean-energy-limited
inox-leasing-and-finance-ltd,Inox Leasing and Finance Ltd. (ILFL),FINANCIALS,Holding Company,20750,2026-09-21,1,20750,21750.0,14250.0,INE608E01014,16335,17.16,13679.63,10,unlisted,no,Una,Himachal Pradesh,https://buyunlistedshares.com/unlisted-shares/inox-leasing-and-finance-ltd
inox-renewable-solutions-limited,Inox Renewable Solutions Limited,IT & INDUSTRIALS,Energy,575,2026-09-21,20,11500,575.0,575.0,INE0CJZ01014,9312,518.02,58.35,10,unlisted,no,Vadodara,Gujarat,https://buyunlistedshares.com/unlisted-shares/inox-renewable-solutions-limited
insolare-energy,Insolare Energy,IT & INDUSTRIALS,Energy,172,2026-09-21,60,10320,210.0,145.0,INE0TSJ01021,1047.58,54.77,34.91,2,unlisted,no,Ahmedabad,Gujarat,https://buyunlistedshares.com/unlisted-shares/insolare-energy
interno-fusion,Interno Fusion,CONSUMER,Consumer Discretionary,88,2026-09-21,115,10120,90.0,85.0,INE0YET01012,107.95,55.35,18.18,10,unlisted,no,Gurugram,Haryana,https://buyunlistedshares.com/unlisted-shares/interno-fusion
jai-mata-engineering-limited,Jai Mata Engineering Limited,IT & INDUSTRIALS,Materials,215,2026-09-21,50,10750,218.0,198.0,INE0E4L01013,,,,10,unlisted,no,Delhi,Delhi,https://buyunlistedshares.com/unlisted-shares/jai-mata-engineering-limited
jainam-broking-limited,Jainam Broking Limited,FINANCIALS,Financials,218,2026-09-21,50,10900,265.0,218.0,INE0JY501027,,,,,unlisted,yes,Ahmedabad,Gujarat,https://buyunlistedshares.com/unlisted-shares/jainam-broking-limited
jasmino-corporation-limited,Jasmino Corporation Limited,IT & INDUSTRIALS,Industrials,425,2026-09-21,25,10625,425.0,425.0,INE12ML01016,1612,87.99,8.92,10,unlisted,no,Raigad,Maharashtra,https://buyunlistedshares.com/unlisted-shares/jasmino-corporation-limited
jsr-dynamics-private-limited,JSR Dynamics Private Limited,IT & INDUSTRIALS,Aerospace,8950,2026-09-21,5,44750,9750.0,8950.0,INE0JFD01014,5600.14,,206.38,10,unlisted,no,Nagpur,Maharashtra,https://buyunlistedshares.com/unlisted-shares/jsr-dynamics-private-limited
jupiter-international-limited,Jupiter International Limited,IT & INDUSTRIALS,Energy,235,2026-09-21,45,10575,355.0,228.0,INE467C01027,16994,138.18,7.09,2,unlisted,no,Kolkata,West Bengal,https://buyunlistedshares.com/unlisted-shares/jupiter-international-limited
kanara-consumer-products-2,Kanara Consumer Products,CONSUMER,Consumer Discretionary,875,2026-09-21,15,13125,1100.0,875.0,INE781F01032,1302,14.96,860.21,10,unlisted,no,Bengaluru,Karnataka,https://buyunlistedshares.com/unlisted-shares/kanara-consumer-products-2
kannur-international-airport-limited,Kannur International Airport Limited,IT & INDUSTRIALS,Industrials,124,2026-09-21,85,10540,130.0,124.0,INE02Y401013,1726.52,,37.42,100,unlisted,no,Kannur,Kerala,https://buyunlistedshares.com/unlisted-shares/kannur-international-airport-limited
karigari-ventures-limited,Karigari Ventures Limited,CONSUMER,Consumer Discretionary,170,2026-09-21,60,10200,170.0,170.0,INE2J4401017,,,,10,unlisted,no,Noida,Uttar Pradesh,https://buyunlistedshares.com/unlisted-shares/karigari-ventures-limited
kevadiya-constructure-limited,Kevadiya Constructure Limited (KCL),IT & INDUSTRIALS,Industrials,4900,2026-09-21,5,24500,7800.0,4900.0,INE1BXP01016,692.54,15.95,2419.46,10,unlisted,no,Ahmedabad,Gujarat,https://buyunlistedshares.com/unlisted-shares/kevadiya-constructure-limited
kineco-limited,Kineco Limited,IT & INDUSTRIALS,Industrials,3095,2026-09-21,5,15475,3500.0,2875.0,INE139Y01018,2229.44,187.95,223.38,10,unlisted,no,Panaji,Goa,https://buyunlistedshares.com/unlisted-shares/kineco-limited
klm-axiva-finvest,KLM Axiva Finvest,FINANCIALS,Financials,18,2026-09-21,560,10080,18.0,17.0,INE01I501011,464.31,23.08,10.65,10,unlisted,no,Hyderabad,Telangana,https://buyunlistedshares.com/unlisted-shares/klm-axiva-finvest
lakeshore-hospital,Lakeshore Hospital,CONSUMER,Healthcare,98,2026-09-21,105,10290,115.0,98.0,INE01TI01010,1150,29.41,42.22,10,unlisted,no,Kochi,Kerala,https://buyunlistedshares.com/unlisted-shares/lakeshore-hospital
lava,LAVA International Limited,IT & INDUSTRIALS,Information Technology,52,2026-09-21,195,10140,60.0,38.0,INE745X01022,2813.86,69.84,17.7,5,unlisted,no,Delhi,Delhi,https://buyunlistedshares.com/unlisted-shares/lava
livespace-interiors-pvt-ltd,Livespace Interiors Pvt Ltd,IT & INDUSTRIALS,Industrials,300,2026-09-21,35,10500,300.0,300.0,,52.83,44.05,9.6,10,unlisted,no,Noida,Uttar Pradesh,https://buyunlistedshares.com/unlisted-shares/livespace-interiors-pvt-ltd
machint-solutions-limited,Machint Solutions Limited,IT & INDUSTRIALS,Information Technology,78,2026-09-21,130,10140,335.0,74.0,INE0ZD001015,101,5.94,87.7,10,unlisted,no,Hyderabad,Telangana,https://buyunlistedshares.com/unlisted-shares/machint-solutions-limited
madbow-ventures,Madbow Ventures,CONSUMER,Consumer Discretionary,35,2026-09-21,290,10150,35.0,29.9,INE0JKD01022,54,,,1,unlisted,no,Gurugram,Haryana,https://buyunlistedshares.com/unlisted-shares/madbow-ventures
madhur-iron-and-steel,Madhur Iron and Steel (India),IT & INDUSTRIALS,Materials,146,2026-09-21,70,10220,220.0,118.0,INE0TO301014,351,19,35.22,10,unlisted,yes,Bhilai,Chhattisgarh,https://buyunlistedshares.com/unlisted-shares/madhur-iron-and-steel
maharaja-shree-umaid-mills,Maharaja Shree Umaid Mills,CONSUMER,Textiles,135,2026-09-21,75,10125,135.0,135.0,INE087D01013,2707.84,46.71,44.35,10,unlisted,no,Kolkata,West Bengal,https://buyunlistedshares.com/unlisted-shares/maharaja-shree-umaid-mills
